"years_covered","first_year","last_year","time_depth","fid","within_quebec","geom"
18,1970,2013,44,855274,True,"MULTIPOLYGON(((-74.83340095893237 52.33776893795314,-75.28255860099215 52.49593191547987,-75.28255860099215 52.81055810568268,-74.83340095893237 52.96702301969378,-74.38424331687263 52.81055810568268,-74.38424331687263 52.49593191547987,-74.83340095893237 52.33776893795314)))"
18,1979,2017,39,855275,True,"MULTIPOLYGON(((-74.83340095893237 53.27826084269948,-75.28255860099215 53.43303553523545,-75.28255860099215 53.74090104049521,-74.83340095893237 53.89399371533502,-74.38424331687263 53.74090104049521,-74.38424331687263 53.43303553523545,-74.83340095893237 53.27826084269948)))"
3,1979,1993,15,855276,True,"MULTIPOLYGON(((-74.83340095893237 54.19850365951542,-75.28255860099215 54.34992286598044,-75.28255860099215 54.65109468086872,-74.83340095893237 54.80084929792614,-74.38424331687263 54.65109468086872,-74.38424331687263 54.34992286598044,-74.83340095893237 54.19850365951542)))"
2,1979,2000,22,855277,True,"MULTIPOLYGON(((-74.83340095893237 55.098701058943526,-75.28255860099215 55.24680027961811,-75.28255860099215 55.54135067495744,-74.83340095893237 55.68780399105903,-74.38424331687263 55.54135067495744,-74.38424331687263 55.24680027961811,-74.83340095893237 55.098701058943526)))"
7,1896,2018,123,855278,True,"MULTIPOLYGON(((-74.83340095893237 55.9790722914612,-75.28255860099215 56.123889478634865,-75.28255860099215 56.41189550781593,-74.83340095893237 56.55508661092018,-74.38424331687263 56.41189550781593,-74.38424331687263 56.123889478634865,-74.83340095893237 55.9790722914612)))"
4,1993,2007,15,855279,True,"MULTIPOLYGON(((-74.83340095893237 56.839850716659654,-75.28255860099215 56.98142603547739,-75.28255860099215 57.26296906137591,-74.83340095893237 57.40293913666191,-74.38424331687263 57.26296906137591,-74.38424331687263 56.98142603547739,-74.83340095893237 56.839850716659654)))"
1,2000,2000,1,855280,True,"MULTIPOLYGON(((-74.83340095893237 57.681282394574936,-75.28255860099215 57.81965799444261,-75.28255860099215 58.09482323759508,-74.83340095893237 58.23161534424471,-74.38424331687263 58.09482323759508,-74.38424331687263 57.81965799444261,-74.83340095893237 57.681282394574936)))"
61,1934,2020,87,855286,True,"MULTIPOLYGON(((-74.38424331687263 44.62317712958087,-74.83340095893237 44.80745356368022,-74.83340095893237 45.17424592827279,-74.38424331687263 45.35676185632765,-73.93508567481285 45.17424592827279,-73.93508567481285 44.80745356368022,-74.38424331687263 44.62317712958087)))"
111,1859,2020,162,855287,True,"MULTIPOLYGON(((-74.38424331687263 45.72003337687708,-74.83340095893237 45.90078910917727,-74.83340095893237 46.2605410411582,-74.38424331687263 46.43953751872483,-73.93508567481285 46.2605410411582,-73.93508567481285 45.90078910917727,-74.38424331687263 45.72003337687708)))"
41,1973,2019,47,855288,True,"MULTIPOLYGON(((-74.38424331687263 46.795772360332826,-74.83340095893237 46.97301113617428,-74.83340095893237 47.32573259083572,-74.38424331687263 47.50121581120846,-73.93508567481285 47.32573259083572,-73.93508567481285 46.97301113617428,-74.38424331687263 46.795772360332826)))"
37,1953,2020,68,855289,True,"MULTIPOLYGON(((-74.38424331687263 47.850428750131066,-74.83340095893237 48.024159135835944,-74.83340095893237 48.3698695606592,-74.38424331687263 48.54185038840175,-73.93508567481285 48.3698695606592,-73.93508567481285 48.024159135835944,-74.38424331687263 47.850428750131066)))"
40,1971,2020,50,855290,True,"MULTIPOLYGON(((-74.38424331687263 48.884065394003045,-74.83340095893237 49.0543004778452,-74.83340095893237 49.3930282153543,-74.38424331687263 49.56152188828269,-73.93508567481285 49.3930282153543,-73.93508567481285 49.0543004778452,-74.38424331687263 48.884065394003045)))"
39,1952,2020,69,855291,True,"MULTIPOLYGON(((-74.38424331687263 49.89677152835408,-74.83340095893237 50.06352862398913,-74.83340095893237 50.39531032037834,-74.38424331687263 50.56033615484632,-73.93508567481285 50.39531032037834,-73.93508567481285 50.06352862398913,-74.38424331687263 49.89677152835408)))"
14,1970,2019,50,855292,True,"MULTIPOLYGON(((-74.38424331687263 50.88866100833348,-74.83340095893237 51.05196136232246,-74.83340095893237 51.37684138502317,-74.38424331687263 51.538422486042094,-73.93508567481285 51.37684138502317,-73.93508567481285 51.05196136232246,-74.38424331687263 50.88866100833348)))"
14,1970,2019,50,855293,True,"MULTIPOLYGON(((-74.38424331687263 51.85987056614272,-74.83340095893237 52.01973907100145,-74.83340095893237 52.33776893795314,-74.38424331687263 52.49593191547987,-73.93508567481285 52.33776893795314,-73.93508567481285 52.01973907100145,-74.38424331687263 51.85987056614272)))"
8,1979,2010,32,855294,True,"MULTIPOLYGON(((-74.38424331687263 52.81055810568268,-74.83340095893237 52.96702301969378,-74.83340095893237 53.27826084269948,-74.38424331687263 53.43303553523545,-73.93508567481285 53.27826084269948,-73.93508567481285 52.96702301969378,-74.38424331687263 52.81055810568268)))"
5,1979,1997,19,855295,True,"MULTIPOLYGON(((-74.38424331687263 53.74090104049521,-74.83340095893237 53.89399371533502,-74.83340095893237 54.19850365951542,-74.38424331687263 54.34992286598044,-73.93508567481285 54.19850365951542,-73.93508567481285 53.89399371533502,-74.38424331687263 53.74090104049521)))"
5,1973,1996,24,855296,True,"MULTIPOLYGON(((-74.38424331687263 54.65109468086872,-74.83340095893237 54.80084929792614,-74.83340095893237 55.098701058943526,-74.38424331687263 55.24680027961811,-73.93508567481285 55.098701058943526,-73.93508567481285 54.80084929792614,-74.38424331687263 54.65109468086872)))"
8,1979,2018,40,855297,True,"MULTIPOLYGON(((-74.38424331687263 55.54135067495744,-74.83340095893237 55.68780399105903,-74.83340095893237 55.9790722914612,-74.38424331687263 56.123889478634865,-73.93508567481285 55.9790722914612,-73.93508567481285 55.68780399105903,-74.38424331687263 55.54135067495744)))"
1,1945,1945,1,855298,True,"MULTIPOLYGON(((-74.38424331687263 56.41189550781593,-74.83340095893237 56.55508661092018,-74.83340095893237 56.839850716659654,-74.38424331687263 56.98142603547739,-73.93508567481285 56.839850716659654,-73.93508567481285 56.55508661092018,-74.38424331687263 56.41189550781593)))"
1,1990,1990,1,855299,True,"MULTIPOLYGON(((-74.38424331687263 57.26296906137591,-74.83340095893237 57.40293913666191,-74.83340095893237 57.681282394574936,-74.38424331687263 57.81965799444261,-73.93508567481285 57.681282394574936,-73.93508567481285 57.40293913666191,-74.38424331687263 57.26296906137591)))"
2,1998,2000,3,855300,True,"MULTIPOLYGON(((-74.38424331687263 58.09482323759508,-74.83340095893237 58.23161534424471,-74.83340095893237 58.503624741029995,-74.38424331687263 58.63884453781967,-73.93508567481285 58.503624741029995,-73.93508567481285 58.23161534424471,-74.38424331687263 58.09482323759508)))"
2,1945,1997,53,855302,True,"MULTIPOLYGON(((-74.38424331687263 59.70193335847631,-74.83340095893237 59.83250515068524,-74.83340095893237 60.09212027069717,-74.38424331687263 60.22116625148502,-73.93508567481285 60.09212027069717,-73.93508567481285 59.83250515068524,-74.38424331687263 59.70193335847631)))"
6,1999,2017,19,855305,True,"MULTIPOLYGON(((-74.38424331687263 61.97530160621213,-74.83340095893237 62.096901097190106,-74.83340095893237 62.33864526623141,-74.38424331687263 62.458792744560206,-73.93508567481285 62.33864526623141,-73.93508567481285 62.096901097190106,-74.38424331687263 61.97530160621213)))"
150,1760,2020,261,855306,True,"MULTIPOLYGON(((-73.93508567481285 45.17424592827279,-74.38424331687263 45.35676185632765,-74.38424331687263 45.72003337687708,-73.93508567481285 45.90078910917727,-73.4859280327531 45.72003337687708,-73.4859280327531 45.35676185632765,-73.93508567481285 45.17424592827279)))"
50,1936,2020,85,855307,True,"MULTIPOLYGON(((-73.93508567481285 46.2605410411582,-74.38424331687263 46.43953751872483,-74.38424331687263 46.795772360332826,-73.93508567481285 46.97301113617428,-73.4859280327531 46.795772360332826,-73.4859280327531 46.43953751872483,-73.93508567481285 46.2605410411582)))"
44,1938,2020,83,855308,True,"MULTIPOLYGON(((-73.93508567481285 47.32573259083572,-74.38424331687263 47.50121581120846,-74.38424331687263 47.850428750131066,-73.93508567481285 48.024159135835944,-73.4859280327531 47.850428750131066,-73.4859280327531 47.50121581120846,-73.93508567481285 47.32573259083572)))"
39,1971,2019,49,855309,True,"MULTIPOLYGON(((-73.93508567481285 48.3698695606592,-74.38424331687263 48.54185038840175,-74.38424331687263 48.884065394003045,-73.93508567481285 49.0543004778452,-73.4859280327531 48.884065394003045,-73.4859280327531 48.54185038840175,-73.93508567481285 48.3698695606592)))"
39,1937,2020,84,855310,True,"MULTIPOLYGON(((-73.93508567481285 49.3930282153543,-74.38424331687263 49.56152188828269,-74.38424331687263 49.89677152835408,-73.93508567481285 50.06352862398913,-73.4859280327531 49.89677152835408,-73.4859280327531 49.56152188828269,-73.93508567481285 49.3930282153543)))"
25,1944,2019,76,855311,True,"MULTIPOLYGON(((-73.93508567481285 50.39531032037834,-74.38424331687263 50.56033615484632,-74.38424331687263 50.88866100833348,-73.93508567481285 51.05196136232246,-73.4859280327531 50.88866100833348,-73.4859280327531 50.56033615484632,-73.93508567481285 50.39531032037834)))"
9,1979,2014,36,855312,True,"MULTIPOLYGON(((-73.93508567481285 51.37684138502317,-74.38424331687263 51.538422486042094,-74.38424331687263 51.85987056614272,-73.93508567481285 52.01973907100145,-73.4859280327531 51.85987056614272,-73.4859280327531 51.538422486042094,-73.93508567481285 51.37684138502317)))"
10,1970,2013,44,855313,True,"MULTIPOLYGON(((-73.93508567481285 52.33776893795314,-74.38424331687263 52.49593191547987,-74.38424331687263 52.81055810568268,-73.93508567481285 52.96702301969378,-73.4859280327531 52.81055810568268,-73.4859280327531 52.49593191547987,-73.93508567481285 52.33776893795314)))"
14,1979,2017,39,855314,True,"MULTIPOLYGON(((-73.93508567481285 53.27826084269948,-74.38424331687263 53.43303553523545,-74.38424331687263 53.74090104049521,-73.93508567481285 53.89399371533502,-73.4859280327531 53.74090104049521,-73.4859280327531 53.43303553523545,-73.93508567481285 53.27826084269948)))"
1,1979,1979,1,855315,True,"MULTIPOLYGON(((-73.93508567481285 54.19850365951542,-74.38424331687263 54.34992286598044,-74.38424331687263 54.65109468086872,-73.93508567481285 54.80084929792614,-73.4859280327531 54.65109468086872,-73.4859280327531 54.34992286598044,-73.93508567481285 54.19850365951542)))"
2,1979,1992,14,855316,True,"MULTIPOLYGON(((-73.93508567481285 55.098701058943526,-74.38424331687263 55.24680027961811,-74.38424331687263 55.54135067495744,-73.93508567481285 55.68780399105903,-73.4859280327531 55.54135067495744,-73.4859280327531 55.24680027961811,-73.93508567481285 55.098701058943526)))"
3,1949,2016,68,855321,True,"MULTIPOLYGON(((-73.93508567481285 59.307145248161845,-74.38424331687263 59.43925471735169,-74.38424331687263 59.70193335847631,-73.93508567481285 59.83250515068524,-73.4859280327531 59.70193335847631,-73.4859280327531 59.43925471735169,-73.93508567481285 59.307145248161845)))"
2,1951,2016,66,855323,True,"MULTIPOLYGON(((-73.93508567481285 60.85883387799965,-74.38424331687263 60.98486438834694,-74.38424331687263 61.23543326433037,-73.93508567481285 61.359974366647215,-73.4859280327531 61.23543326433037,-73.4859280327531 60.98486438834694,-73.93508567481285 60.85883387799965)))"
6,1899,2017,119,855324,True,"MULTIPOLYGON(((-73.93508567481285 61.607576771439966,-74.38424331687263 61.73064083392938,-74.38424331687263 61.97530160621213,-73.93508567481285 62.096901097190106,-73.4859280327531 61.97530160621213,-73.4859280327531 61.73064083392938,-73.93508567481285 61.607576771439966)))"
1,2007,2007,1,855325,True,"MULTIPOLYGON(((-73.93508567481285 62.33864526623141,-74.38424331687263 62.458792744560206,-74.38424331687263 62.69764551140301,-73.93508567481285 62.816353617243394,-73.4859280327531 62.69764551140301,-73.4859280327531 62.458792744560206,-73.93508567481285 62.33864526623141)))"
78,1880,2020,141,855326,True,"MULTIPOLYGON(((-73.4859280327531 44.62317712958087,-73.93508567481285 44.80745356368022,-73.93508567481285 45.17424592827279,-73.4859280327531 45.35676185632765,-73.03677039069333 45.17424592827279,-73.03677039069333 44.80745356368022,-73.4859280327531 44.62317712958087)))"
108,1902,2020,119,855327,True,"MULTIPOLYGON(((-73.4859280327531 45.72003337687708,-73.93508567481285 45.90078910917727,-73.93508567481285 46.2605410411582,-73.4859280327531 46.43953751872483,-73.03677039069333 46.2605410411582,-73.03677039069333 45.90078910917727,-73.4859280327531 45.72003337687708)))"
41,1972,2020,49,855328,True,"MULTIPOLYGON(((-73.4859280327531 46.795772360332826,-73.93508567481285 46.97301113617428,-73.93508567481285 47.32573259083572,-73.4859280327531 47.50121581120846,-73.03677039069333 47.32573259083572,-73.03677039069333 46.97301113617428,-73.4859280327531 46.795772360332826)))"
35,1973,2019,47,855329,True,"MULTIPOLYGON(((-73.4859280327531 47.850428750131066,-73.93508567481285 48.024159135835944,-73.93508567481285 48.3698695606592,-73.4859280327531 48.54185038840175,-73.03677039069333 48.3698695606592,-73.03677039069333 48.024159135835944,-73.4859280327531 47.850428750131066)))"
35,1971,2019,49,855330,True,"MULTIPOLYGON(((-73.4859280327531 48.884065394003045,-73.93508567481285 49.0543004778452,-73.93508567481285 49.3930282153543,-73.4859280327531 49.56152188828269,-73.03677039069333 49.3930282153543,-73.03677039069333 49.0543004778452,-73.4859280327531 48.884065394003045)))"
36,1971,2019,49,855331,True,"MULTIPOLYGON(((-73.4859280327531 49.89677152835408,-73.93508567481285 50.06352862398913,-73.93508567481285 50.39531032037834,-73.4859280327531 50.56033615484632,-73.03677039069333 50.39531032037834,-73.03677039069333 50.06352862398913,-73.4859280327531 49.89677152835408)))"
17,1947,2020,74,855332,True,"MULTIPOLYGON(((-73.4859280327531 50.88866100833348,-73.93508567481285 51.05196136232246,-73.93508567481285 51.37684138502317,-73.4859280327531 51.538422486042094,-73.03677039069333 51.37684138502317,-73.03677039069333 51.05196136232246,-73.4859280327531 50.88866100833348)))"
7,1970,2014,45,855333,True,"MULTIPOLYGON(((-73.4859280327531 51.85987056614272,-73.93508567481285 52.01973907100145,-73.93508567481285 52.33776893795314,-73.4859280327531 52.49593191547987,-73.03677039069333 52.33776893795314,-73.03677039069333 52.01973907100145,-73.4859280327531 51.85987056614272)))"
3,1896,2007,112,855334,True,"MULTIPOLYGON(((-73.4859280327531 52.81055810568268,-73.93508567481285 52.96702301969378,-73.93508567481285 53.27826084269948,-73.4859280327531 53.43303553523545,-73.03677039069333 53.27826084269948,-73.03677039069333 52.96702301969378,-73.4859280327531 52.81055810568268)))"
12,1978,2020,43,855335,True,"MULTIPOLYGON(((-73.4859280327531 53.74090104049521,-73.93508567481285 53.89399371533502,-73.93508567481285 54.19850365951542,-73.4859280327531 54.34992286598044,-73.03677039069333 54.19850365951542,-73.03677039069333 53.89399371533502,-73.4859280327531 53.74090104049521)))"
3,1976,1991,16,855336,True,"MULTIPOLYGON(((-73.4859280327531 54.65109468086872,-73.93508567481285 54.80084929792614,-73.93508567481285 55.098701058943526,-73.4859280327531 55.24680027961811,-73.03677039069333 55.098701058943526,-73.03677039069333 54.80084929792614,-73.4859280327531 54.65109468086872)))"
6,1979,2013,35,855337,True,"MULTIPOLYGON(((-73.4859280327531 55.54135067495744,-73.93508567481285 55.68780399105903,-73.93508567481285 55.9790722914612,-73.4859280327531 56.123889478634865,-73.03677039069333 55.9790722914612,-73.03677039069333 55.68780399105903,-73.4859280327531 55.54135067495744)))"
4,1896,2012,117,855338,True,"MULTIPOLYGON(((-73.4859280327531 56.41189550781593,-73.93508567481285 56.55508661092018,-73.93508567481285 56.839850716659654,-73.4859280327531 56.98142603547739,-73.03677039069333 56.839850716659654,-73.03677039069333 56.55508661092018,-73.4859280327531 56.41189550781593)))"
2,2000,2014,15,855340,True,"MULTIPOLYGON(((-73.4859280327531 58.09482323759508,-73.93508567481285 58.23161534424471,-73.93508567481285 58.503624741029995,-73.4859280327531 58.63884453781967,-73.03677039069333 58.503624741029995,-73.03677039069333 58.23161534424471,-73.4859280327531 58.09482323759508)))"
2,2007,2019,13,855341,True,"MULTIPOLYGON(((-73.4859280327531 58.90772064628476,-73.93508567481285 59.04137950514466,-73.93508567481285 59.307145248161845,-73.4859280327531 59.43925471735169,-73.03677039069333 59.307145248161845,-73.03677039069333 59.04137950514466,-73.4859280327531 58.90772064628476)))"
1,2017,2017,1,855342,True,"MULTIPOLYGON(((-73.4859280327531 59.70193335847631,-73.93508567481285 59.83250515068524,-73.93508567481285 60.09212027069717,-73.4859280327531 60.22116625148502,-73.03677039069333 60.09212027069717,-73.03677039069333 59.83250515068524,-73.4859280327531 59.70193335847631)))"
10,1899,2019,121,855344,True,"MULTIPOLYGON(((-73.4859280327531 61.23543326433037,-73.93508567481285 61.359974366647215,-73.93508567481285 61.607576771439966,-73.4859280327531 61.73064083392938,-73.03677039069333 61.607576771439966,-73.03677039069333 61.359974366647215,-73.4859280327531 61.23543326433037)))"
2,1899,2011,113,855345,True,"MULTIPOLYGON(((-73.4859280327531 61.97530160621213,-73.93508567481285 62.096901097190106,-73.93508567481285 62.33864526623141,-73.4859280327531 62.458792744560206,-73.03677039069333 62.33864526623141,-73.03677039069333 62.096901097190106,-73.4859280327531 61.97530160621213)))"
119,1665,2020,356,855346,True,"MULTIPOLYGON(((-73.03677039069333 45.17424592827279,-73.4859280327531 45.35676185632765,-73.4859280327531 45.72003337687708,-73.03677039069333 45.90078910917727,-72.58761274863357 45.72003337687708,-72.58761274863357 45.35676185632765,-73.03677039069333 45.17424592827279)))"
57,1938,2020,83,855347,True,"MULTIPOLYGON(((-73.03677039069333 46.2605410411582,-73.4859280327531 46.43953751872483,-73.4859280327531 46.795772360332826,-73.03677039069333 46.97301113617428,-72.58761274863357 46.795772360332826,-72.58761274863357 46.43953751872483,-73.03677039069333 46.2605410411582)))"
50,1895,2020,126,855348,True,"MULTIPOLYGON(((-73.03677039069333 47.32573259083572,-73.4859280327531 47.50121581120846,-73.4859280327531 47.850428750131066,-73.03677039069333 48.024159135835944,-72.58761274863357 47.850428750131066,-72.58761274863357 47.50121581120846,-73.03677039069333 47.32573259083572)))"
47,1946,2020,75,855349,True,"MULTIPOLYGON(((-73.03677039069333 48.3698695606592,-73.4859280327531 48.54185038840175,-73.4859280327531 48.884065394003045,-73.03677039069333 49.0543004778452,-72.58761274863357 48.884065394003045,-72.58761274863357 48.54185038840175,-73.03677039069333 48.3698695606592)))"
34,1971,2016,46,855350,True,"MULTIPOLYGON(((-73.03677039069333 49.3930282153543,-73.4859280327531 49.56152188828269,-73.4859280327531 49.89677152835408,-73.03677039069333 50.06352862398913,-72.58761274863357 49.89677152835408,-72.58761274863357 49.56152188828269,-73.03677039069333 49.3930282153543)))"
35,1947,2018,72,855351,True,"MULTIPOLYGON(((-73.03677039069333 50.39531032037834,-73.4859280327531 50.56033615484632,-73.4859280327531 50.88866100833348,-73.03677039069333 51.05196136232246,-72.58761274863357 50.88866100833348,-72.58761274863357 50.56033615484632,-73.03677039069333 50.39531032037834)))"
10,1971,2014,44,855352,True,"MULTIPOLYGON(((-73.03677039069333 51.37684138502317,-73.4859280327531 51.538422486042094,-73.4859280327531 51.85987056614272,-73.03677039069333 52.01973907100145,-72.58761274863357 51.85987056614272,-72.58761274863357 51.538422486042094,-73.03677039069333 51.37684138502317)))"
4,1979,2013,35,855353,True,"MULTIPOLYGON(((-73.03677039069333 52.33776893795314,-73.4859280327531 52.49593191547987,-73.4859280327531 52.81055810568268,-73.03677039069333 52.96702301969378,-72.58761274863357 52.81055810568268,-72.58761274863357 52.49593191547987,-73.03677039069333 52.33776893795314)))"
8,1979,2020,42,855354,True,"MULTIPOLYGON(((-73.03677039069333 53.27826084269948,-73.4859280327531 53.43303553523545,-73.4859280327531 53.74090104049521,-73.03677039069333 53.89399371533502,-72.58761274863357 53.74090104049521,-72.58761274863357 53.43303553523545,-73.03677039069333 53.27826084269948)))"
2,1979,1995,17,855355,True,"MULTIPOLYGON(((-73.03677039069333 54.19850365951542,-73.4859280327531 54.34992286598044,-73.4859280327531 54.65109468086872,-73.03677039069333 54.80084929792614,-72.58761274863357 54.65109468086872,-72.58761274863357 54.34992286598044,-73.03677039069333 54.19850365951542)))"
4,1979,2005,27,855356,True,"MULTIPOLYGON(((-73.03677039069333 55.098701058943526,-73.4859280327531 55.24680027961811,-73.4859280327531 55.54135067495744,-73.03677039069333 55.68780399105903,-72.58761274863357 55.54135067495744,-72.58761274863357 55.24680027961811,-73.03677039069333 55.098701058943526)))"
11,1896,2012,117,855357,True,"MULTIPOLYGON(((-73.03677039069333 55.9790722914612,-73.4859280327531 56.123889478634865,-73.4859280327531 56.41189550781593,-73.03677039069333 56.55508661092018,-72.58761274863357 56.41189550781593,-72.58761274863357 56.123889478634865,-73.03677039069333 55.9790722914612)))"
6,1848,2010,163,855359,True,"MULTIPOLYGON(((-73.03677039069333 57.681282394574936,-73.4859280327531 57.81965799444261,-73.4859280327531 58.09482323759508,-73.03677039069333 58.23161534424471,-72.58761274863357 58.09482323759508,-72.58761274863357 57.81965799444261,-73.03677039069333 57.681282394574936)))"
1,2019,2019,1,855360,True,"MULTIPOLYGON(((-73.03677039069333 58.503624741029995,-73.4859280327531 58.63884453781967,-73.4859280327531 58.90772064628476,-73.03677039069333 59.04137950514466,-72.58761274863357 58.90772064628476,-72.58761274863357 58.63884453781967,-73.03677039069333 58.503624741029995)))"
2,2014,2019,6,855361,True,"MULTIPOLYGON(((-73.03677039069333 59.307145248161845,-73.4859280327531 59.43925471735169,-73.4859280327531 59.70193335847631,-73.03677039069333 59.83250515068524,-72.58761274863357 59.70193335847631,-72.58761274863357 59.43925471735169,-73.03677039069333 59.307145248161845)))"
2,1899,2011,113,855363,True,"MULTIPOLYGON(((-73.03677039069333 60.85883387799965,-73.4859280327531 60.98486438834694,-73.4859280327531 61.23543326433037,-73.03677039069333 61.359974366647215,-72.58761274863357 61.23543326433037,-72.58761274863357 60.98486438834694,-73.03677039069333 60.85883387799965)))"
8,1899,2017,119,855364,True,"MULTIPOLYGON(((-73.03677039069333 61.607576771439966,-73.4859280327531 61.73064083392938,-73.4859280327531 61.97530160621213,-73.03677039069333 62.096901097190106,-72.58761274863357 61.97530160621213,-72.58761274863357 61.73064083392938,-73.03677039069333 61.607576771439966)))"
84,1876,2020,145,855365,True,"MULTIPOLYGON(((-72.58761274863357 44.62317712958087,-73.03677039069333 44.80745356368022,-73.03677039069333 45.17424592827279,-72.58761274863357 45.35676185632765,-72.13845510657382 45.17424592827279,-72.13845510657382 44.80745356368022,-72.58761274863357 44.62317712958087)))"
69,1833,2020,188,855366,True,"MULTIPOLYGON(((-72.58761274863357 45.72003337687708,-73.03677039069333 45.90078910917727,-73.03677039069333 46.2605410411582,-72.58761274863357 46.43953751872483,-72.13845510657382 46.2605410411582,-72.13845510657382 45.90078910917727,-72.58761274863357 45.72003337687708)))"
51,1934,2020,87,855367,True,"MULTIPOLYGON(((-72.58761274863357 46.795772360332826,-73.03677039069333 46.97301113617428,-73.03677039069333 47.32573259083572,-72.58761274863357 47.50121581120846,-72.13845510657382 47.32573259083572,-72.13845510657382 46.97301113617428,-72.58761274863357 46.795772360332826)))"
46,1938,2020,83,855368,True,"MULTIPOLYGON(((-72.58761274863357 47.850428750131066,-73.03677039069333 48.024159135835944,-73.03677039069333 48.3698695606592,-72.58761274863357 48.54185038840175,-72.13845510657382 48.3698695606592,-72.13845510657382 48.024159135835944,-72.58761274863357 47.850428750131066)))"
41,1971,2020,50,855369,True,"MULTIPOLYGON(((-72.58761274863357 48.884065394003045,-73.03677039069333 49.0543004778452,-73.03677039069333 49.3930282153543,-72.58761274863357 49.56152188828269,-72.13845510657382 49.3930282153543,-72.13845510657382 49.0543004778452,-72.58761274863357 48.884065394003045)))"
32,1971,2020,50,855370,True,"MULTIPOLYGON(((-72.58761274863357 49.89677152835408,-73.03677039069333 50.06352862398913,-73.03677039069333 50.39531032037834,-72.58761274863357 50.56033615484632,-72.13845510657382 50.39531032037834,-72.13845510657382 50.06352862398913,-72.58761274863357 49.89677152835408)))"
21,1944,2019,76,855371,True,"MULTIPOLYGON(((-72.58761274863357 50.88866100833348,-73.03677039069333 51.05196136232246,-73.03677039069333 51.37684138502317,-72.58761274863357 51.538422486042094,-72.13845510657382 51.37684138502317,-72.13845510657382 51.05196136232246,-72.58761274863357 50.88866100833348)))"
6,1979,2020,42,855372,True,"MULTIPOLYGON(((-72.58761274863357 51.85987056614272,-73.03677039069333 52.01973907100145,-73.03677039069333 52.33776893795314,-72.58761274863357 52.49593191547987,-72.13845510657382 52.33776893795314,-72.13845510657382 52.01973907100145,-72.58761274863357 51.85987056614272)))"
3,1979,2019,41,855373,True,"MULTIPOLYGON(((-72.58761274863357 52.81055810568268,-73.03677039069333 52.96702301969378,-73.03677039069333 53.27826084269948,-72.58761274863357 53.43303553523545,-72.13845510657382 53.27826084269948,-72.13845510657382 52.96702301969378,-72.58761274863357 52.81055810568268)))"
15,1979,2016,38,855374,True,"MULTIPOLYGON(((-72.58761274863357 53.74090104049521,-73.03677039069333 53.89399371533502,-73.03677039069333 54.19850365951542,-72.58761274863357 54.34992286598044,-72.13845510657382 54.19850365951542,-72.13845510657382 53.89399371533502,-72.58761274863357 53.74090104049521)))"
4,1976,2016,41,855375,True,"MULTIPOLYGON(((-72.58761274863357 54.65109468086872,-73.03677039069333 54.80084929792614,-73.03677039069333 55.098701058943526,-72.58761274863357 55.24680027961811,-72.13845510657382 55.098701058943526,-72.13845510657382 54.80084929792614,-72.58761274863357 54.65109468086872)))"
8,1979,2006,28,855376,True,"MULTIPOLYGON(((-72.58761274863357 55.54135067495744,-73.03677039069333 55.68780399105903,-73.03677039069333 55.9790722914612,-72.58761274863357 56.123889478634865,-72.13845510657382 55.9790722914612,-72.13845510657382 55.68780399105903,-72.58761274863357 55.54135067495744)))"
1,2006,2006,1,855378,True,"MULTIPOLYGON(((-72.58761274863357 57.26296906137591,-73.03677039069333 57.40293913666191,-73.03677039069333 57.681282394574936,-72.58761274863357 57.81965799444261,-72.13845510657382 57.681282394574936,-72.13845510657382 57.40293913666191,-72.58761274863357 57.26296906137591)))"
2,1997,2009,13,855379,True,"MULTIPOLYGON(((-72.58761274863357 58.09482323759508,-73.03677039069333 58.23161534424471,-73.03677039069333 58.503624741029995,-72.58761274863357 58.63884453781967,-72.13845510657382 58.503624741029995,-72.13845510657382 58.23161534424471,-72.58761274863357 58.09482323759508)))"
2,2014,2019,6,855380,True,"MULTIPOLYGON(((-72.58761274863357 58.90772064628476,-73.03677039069333 59.04137950514466,-73.03677039069333 59.307145248161845,-72.58761274863357 59.43925471735169,-72.13845510657382 59.307145248161845,-72.13845510657382 59.04137950514466,-72.58761274863357 58.90772064628476)))"
1,2019,2019,1,855381,True,"MULTIPOLYGON(((-72.58761274863357 59.70193335847631,-73.03677039069333 59.83250515068524,-73.03677039069333 60.09212027069717,-72.58761274863357 60.22116625148502,-72.13845510657382 60.09212027069717,-72.13845510657382 59.83250515068524,-72.58761274863357 59.70193335847631)))"
2,1899,2011,113,855382,True,"MULTIPOLYGON(((-72.58761274863357 60.47774172561073,-73.03677039069333 60.605273902188486,-73.03677039069333 60.85883387799965,-72.58761274863357 60.98486438834694,-72.13845510657382 60.85883387799965,-72.13845510657382 60.605273902188486,-72.58761274863357 60.47774172561073)))"
3,1899,2018,120,855383,True,"MULTIPOLYGON(((-72.58761274863357 61.23543326433037,-73.03677039069333 61.359974366647215,-73.03677039069333 61.607576771439966,-72.58761274863357 61.73064083392938,-72.13845510657382 61.607576771439966,-72.13845510657382 61.359974366647215,-72.58761274863357 61.23543326433037)))"
3,1899,2011,113,855384,True,"MULTIPOLYGON(((-72.58761274863357 61.97530160621213,-73.03677039069333 62.096901097190106,-73.03677039069333 62.33864526623141,-72.58761274863357 62.458792744560206,-72.13845510657382 62.33864526623141,-72.13845510657382 62.096901097190106,-72.58761274863357 61.97530160621213)))"
